gene	chromosome	start	end	bin	TAD
ZCCHC17	chr1	31296981	31296982	312970	hg38_H1_56
ZCCHC17	chr1	31296981	31296982	312970	hg38_H1_56
ZCCHC17	chr1	31296981	31296982	312970	hg38_H1_56
ZCCHC17	chr1	31296981	31296982	312970	hg38_H1_56
PUM1	chr1	31065717	31065718	310658	hg38_H1_55
ZCCHC17	chr1	31296981	31296982	312970	hg38_H1_56
NKAIN1	chr1	31239887	31239888	312399	hg38_H1_56
PUM1	chr1	31065717	31065718	310658	hg38_H1_55
KPNA6	chr1	32108042	32108043	321081	hg38_H1_57
BSDC1	chr1	32394461	32394462	323945	hg38_H1_59
BSDC1	chr1	32394461	32394462	323945	hg38_H1_59
N/A	chr1	32394461	32394462	323945	hg38_H1_59
BSDC1	chr1	32394461	32394462	323945	hg38_H1_59
BSDC1	chr1	32394461	32394462	323945	hg38_H1_59
BSDC1	chr1	32394461	32394462	323945	hg38_H1_59
N/A	chr1	33036911	33036912	330370	hg38_H1_60
KIAA1522	chr1	32741910	32741911	327420	hg38_H1_59
KIAA1522	chr1	32765633	32765634	327657	hg38_H1_59
AK2	chr1	33036911	33036912	330370	hg38_H1_60
AK2	chr1	33036911	33036912	330370	hg38_H1_60
TMEM54	chr1	32901352	32901353	329014	hg38_H1_60
N/A	chr1	33036911	33036912	330370	hg38_H1_60
ZNF362	chr1	33256572	33256573	332566	hg38_H1_61
KIAA1522	chr1	32765633	32765634	327657	hg38_H1_59
ZBTB8OS	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	33036911	33036912	330370	hg38_H1_60
TRIM62	chr1	33182070	33182071	331821	hg38_H1_61
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
N/A	chr1	32650590	32650591	326506	hg38_H1_59
C1ORF94	chr1	34166882	34166883	341669	hg38_H1_63
C1ORF94	chr1	34176951	34176952	341770	hg38_H1_63
KIAA0319L	chr1	35557436	35557437	355575	hg38_H1_65
ZMYM6	chr1	35031968	35031969	350320	hg38_H1_64
ZMYM4	chr1	35268966	35268967	352690	hg38_H1_65
AGO3	chr1	35931081	35931082	359311	hg38_H1_67
MAP7D1	chr1	36155964	36155965	361560	hg38_H1_68
MAP7D1	chr1	36155964	36155965	361560	hg38_H1_68
SH3D21	chr1	36306392	36306393	363064	hg38_H1_68
AGO1	chr1	35883208	35883209	358833	hg38_H1_67
OSCP1	chr1	36450485	36450486	364505	hg38_H1_68
AGO3	chr1	35931081	35931082	359311	hg38_H1_67
MAP7D1	chr1	36155964	36155965	361560	hg38_H1_68
OSCP1	chr1	36450485	36450486	364505	hg38_H1_68
RSPO1	chr1	37634923	37634924	376350	hg38_H1_70
RSPO1	chr1	37634923	37634924	376350	hg38_H1_70
RSPO1	chr1	37634923	37634924	376350	hg38_H1_70
GRIK3	chr1	37034243	37034244	370343	hg38_H1_69
RSPO1	chr1	37634923	37634924	376350	hg38_H1_70
INPP5B	chr1	37931791	37931792	379318	hg38_H1_71
INPP5B	chr1	37947057	37947058	379471	hg38_H1_71
MACF1	chr1	39084166	39084167	390842	hg38_H1_73
N/A	chr1	38929513	38929514	389296	hg38_H1_72
RHBDL2	chr1	38941830	38941831	389419	hg38_H1_72
NFYC	chr1	40691569	40691570	406916	hg38_H1_76
RLF	chr1	40161368	40161369	401614	hg38_H1_75
NFYC	chr1	40692007	40692008	406921	hg38_H1_76
NFYC	chr1	40691569	40691570	406916	hg38_H1_76
N/A	chr1	40709322	40709323	407094	hg38_H1_76
NFYC	chr1	40691569	40691570	406916	hg38_H1_76
RIMS3	chr1	40665652	40665653	406657	hg38_H1_76
N/A	chr1	40738835	40738836	407389	hg38_H1_76
NFYC	chr1	40691569	40691570	406916	hg38_H1_76
SCMH1	chr1	41242143	41242144	412422	hg38_H1_77
HIVEP3	chr1	41918707	41918708	419188	hg38_H1_78
SCMH1	chr1	41163017	41163018	411631	hg38_H1_77
HIVEP3	chr1	41918707	41918708	419188	hg38_H1_78
SCMH1	chr1	41242143	41242144	412422	hg38_H1_77
N/A	chr1	41242143	41242144	412422	hg38_H1_77
SCMH1	chr1	41242143	41242144	412422	hg38_H1_77
SCMH1	chr1	41159933	41159934	411600	hg38_H1_77
SLFNL1-AS1	chr1	41014589	41014590	410146	hg38_H1_77
SCMH1	chr1	41161432	41161433	411615	hg38_H1_77
CCDC30	chr1	42534888	42534889	425349	hg38_H1_79
FOXJ3	chr1	42335215	42335216	423353	hg38_H1_79
FOXJ3	chr1	42334965	42334966	423350	hg38_H1_79
FOXJ3	chr1	42335877	42335878	423359	hg38_H1_79
N/A	chr1	42456493	42456494	424565	hg38_H1_79
N/A	chr1	42857621	42857622	428577	hg38_H1_80
FOXJ3	chr1	42335232	42335233	423353	hg38_H1_79
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
MED8	chr1	43389812	43389813	433899	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
N/A	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
CFAP57	chr1	43172329	43172330	431724	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
ST3GAL3	chr1	43707532	43707533	437076	hg38_H1_81
MED8	chr1	43389812	43389813	433899	hg38_H1_81
MED8	chr1	43389812	43389813	433899	hg38_H1_81
EIF2B3	chr1	44986722	44986723	449868	hg38_H1_84
PTCH2	chr1	44842944	44842945	448430	hg38_H1_84
EIF2B3	chr1	44986722	44986723	449868	hg38_H1_84
N/A	chr1	44355279	44355280	443553	hg38_H1_83
N/A	chr1	44355279	44355280	443553	hg38_H1_83
N/A	chr1	44355279	44355280	443553	hg38_H1_83
N/A	chr1	44355279	44355280	443553	hg38_H1_83
C1ORF228	chr1	44674721	44674722	446748	hg38_H1_83
PTCH2	chr1	44842944	44842945	448430	hg38_H1_84
EIF2B3	chr1	44986722	44986723	449868	hg38_H1_84
RNF220	chr1	44405287	44405288	444053	hg38_H1_83
ERI3	chr1	44355279	44355280	443553	hg38_H1_83
TESK2	chr1	45491168	45491169	454912	hg38_H1_84
NASP	chr1	45583987	45583988	455840	hg38_H1_84
NASP	chr1	45583987	45583988	455840	hg38_H1_84
IPP	chr1	45750813	45750814	457509	hg38_H1_85
MAST2	chr1	45803612	45803613	458037	hg38_H1_85
IPP	chr1	45750813	45750814	457509	hg38_H1_85
NASP	chr1	45583987	45583988	455840	hg38_H1_84
ATPAF1	chr1	46665878	46665879	466659	hg38_H1_86
RAD54L	chr1	46247694	46247695	462477	hg38_H1_85
ATPAF1	chr1	46668427	46668428	466685	hg38_H1_86
FAAH	chr1	46394266	46394267	463943	hg38_H1_85
RAD54L	chr1	46247694	46247695	462477	hg38_H1_85
ATPAF1	chr1	46665878	46665879	466659	hg38_H1_86
ATPAF1	chr1	46668427	46668428	466685	hg38_H1_86
TRABD2B	chr1	47996890	47996891	479969	hg38_H1_89
N/A	chr1	48182428	48182429	481825	hg38_H1_89
BEND5	chr1	48776969	48776970	487770	hg38_H1_91
SPATA6	chr1	48472208	48472209	484723	hg38_H1_90
SPATA6	chr1	48472208	48472209	484723	hg38_H1_90
N/A	chr1	48776969	48776970	487770	hg38_H1_91
SPATA6	chr1	48472208	48472209	484723	hg38_H1_90
AGBL4-IT1	chr1	49472085	49472086	494721	hg38_H1_91
ELAVL4	chr1	50109615	50109616	501097	hg38_H1_91
ELAVL4	chr1	50048013	50048014	500481	hg38_H1_91
ELAVL4	chr1	50103909	50103910	501040	hg38_H1_91
ELAVL4	chr1	50108919	50108920	501090	hg38_H1_91
ELAVL4	chr1	50106264	50106265	501063	hg38_H1_91
ELAVL4	chr1	50108919	50108920	501090	hg38_H1_91
RNF11	chr1	51236272	51236273	512363	hg38_H1_93
C1ORF185	chr1	51102233	51102234	511023	hg38_H1_93
FAF1	chr1	50960264	50960265	509603	hg38_H1_93
OSBPL9	chr1	51616873	51616874	516169	hg38_H1_94
N/A	chr1	52056171	52056172	520562	hg38_H1_95
OSBPL9	chr1	51729813	51729814	517299	hg38_H1_94
OSBPL9	chr1	51729813	51729814	517299	hg38_H1_94
OSBPL9	chr1	51616873	51616874	516169	hg38_H1_94
OSBPL9	chr1	51729813	51729814	517299	hg38_H1_94
OSBPL9	chr1	51616873	51616874	516169	hg38_H1_94
OSBPL9	chr1	51616873	51616874	516169	hg38_H1_94
N/A	chr1	52056171	52056172	520562	hg38_H1_95
ZFYVE9	chr1	52142093	52142094	521421	hg38_H1_95
ZFYVE9	chr1	52142093	52142094	521421	hg38_H1_95
TXNDC12	chr1	52056171	52056172	520562	hg38_H1_95
N/A	chr1	51616873	51616874	516169	hg38_H1_94
PODN	chr1	53062051	53062052	530621	hg38_H1_97
PODN	chr1	53062051	53062052	530621	hg38_H1_97
SCP2	chr1	52927228	52927229	529273	hg38_H1_97
SCP2	chr1	52927228	52927229	529273	hg38_H1_97
SCP2	chr1	52927228	52927229	529273	hg38_H1_97
ZYG11B	chr1	52726458	52726459	527265	hg38_H1_97
PODN	chr1	53062051	53062052	530621	hg38_H1_97
C1ORF123	chr1	53220639	53220640	532207	hg38_H1_97
PODN	chr1	53062212	53062213	530623	hg38_H1_97
COA7	chr1	52698366	52698367	526984	hg38_H1_97
SCP2	chr1	52927228	52927229	529273	hg38_H1_97
N/A	chr1	53220639	53220640	532207	hg38_H1_97
N/A	chr1	53220639	53220640	532207	hg38_H1_97
SCP2	chr1	52927228	52927229	529273	hg38_H1_97
GLIS1	chr1	53734204	53734205	537343	hg38_H1_98
SSBP3	chr1	54406395	54406396	544064	hg38_H1_100
SSBP3	chr1	54406395	54406396	544064	hg38_H1_100
SSBP3	chr1	54406395	54406396	544064	hg38_H1_100
N/A	chr1	53889814	53889815	538899	hg38_H1_99
N/A	chr1	53889814	53889815	538899	hg38_H1_99
YIPF1	chr1	53889814	53889815	538899	hg38_H1_99
MROH7	chr1	54641739	54641740	546418	hg38_H1_100
N/A	chr1	54641739	54641740	546418	hg38_H1_100
N/A	chr1	54641739	54641740	546418	hg38_H1_100
N/A	chr1	54641739	54641740	546418	hg38_H1_100
MROH7	chr1	54641739	54641740	546418	hg38_H1_100
N/A	chr1	55040221	55040222	550403	hg38_H1_100
PCSK9	chr1	55039475	55039476	550395	hg38_H1_100
TTC22	chr1	54801268	54801269	548013	hg38_H1_100
TTC22	chr1	54801268	54801269	548013	hg38_H1_100
USP24	chr1	55215366	55215367	552154	hg38_H1_101
N/A	chr1	54641739	54641740	546418	hg38_H1_100
N/A	chr1	54641739	54641740	546418	hg38_H1_100
C8A	chr1	56854769	56854770	568548	hg38_H1_102
C1ORF168	chr1	56819696	56819697	568197	hg38_H1_102
N/A	chr1	58785150	58785151	587852	hg38_H1_103
N/A	chr1	58785150	58785151	587852	hg38_H1_103
FGGY	chr1	59515628	59515629	595157	hg38_H1_103
N/A	chr1	59297011	59297012	592971	hg38_H1_103
N/A	chr1	58785150	58785151	587852	hg38_H1_103
FGGY	chr1	59296952	59296953	592970	hg38_H1_103
FGGY	chr1	59296952	59296953	592970	hg38_H1_103
FGGY	chr1	59310077	59310078	593101	hg38_H1_103
C1ORF87	chr1	60073770	60073771	600738	hg38_H1_104
CYP2J2	chr1	59926751	59926752	599268	hg38_H1_104
NFIA	chr1	61082307	61082308	610824	hg38_H1_106
NFIA	chr1	61082307	61082308	610824	hg38_H1_106
NFIA-AS2	chr1	60970776	60970777	609708	hg38_H1_105
NFIA	chr1	61081861	61081862	610819	hg38_H1_106
NFIA	chr1	61077273	61077274	610773	hg38_H1_106
DOCK7	chr1	62688368	62688369	626884	hg38_H1_108
N/A	chr1	62688368	62688369	626884	hg38_H1_108
DOCK7	chr1	62688368	62688369	626884	hg38_H1_108
N/A	chr1	62688368	62688369	626884	hg38_H1_108
DOCK7	chr1	62688368	62688369	626884	hg38_H1_108
KANK4	chr1	62319412	62319413	623195	hg38_H1_107
EFCAB7	chr1	63523300	63523301	635234	hg38_H1_109
N/A	chr1	63317257	63317258	633173	hg38_H1_109
N/A	chr1	64505913	64505914	645060	hg38_H1_111
CACHD1	chr1	64470792	64470793	644708	hg38_H1_111
JAK1	chr1	64966504	64966505	649666	hg38_H1_112
UBE2U	chr1	64203806	64203807	642039	hg38_H1_110
RAVER2	chr1	64745094	64745095	647451	hg38_H1_111
DNAJC6	chr1	65264693	65264694	652647	hg38_H1_113
DNAJC6	chr1	65309534	65309535	653096	hg38_H1_113
LEPR	chr1	65525688	65525689	655257	hg38_H1_113
LEPR	chr1	65525688	65525689	655257	hg38_H1_113
LEPR	chr1	65525688	65525689	655257	hg38_H1_113
LEPR	chr1	65420651	65420652	654207	hg38_H1_113
DNAJC6	chr1	65264693	65264694	652647	hg38_H1_113
LEPR	chr1	65420651	65420652	654207	hg38_H1_113
N/A	chr1	65420651	65420652	654207	hg38_H1_113
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
MIER1	chr1	66930242	66930243	669303	hg38_H1_115
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
MIER1	chr1	66930242	66930243	669303	hg38_H1_115
N/A	chr1	66924894	66924895	669249	hg38_H1_115
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
N/A	chr1	66924894	66924895	669249	hg38_H1_115
WDR78	chr1	66924887	66924888	669249	hg38_H1_115
MIER1	chr1	66924894	66924895	669249	hg38_H1_115
WDR78	chr1	66924887	66924888	669249	hg38_H1_115
N/A	chr1	66533568	66533569	665336	hg38_H1_114
SGIP1	chr1	66533955	66533956	665340	hg38_H1_114
IL23R	chr1	67166485	67166486	671665	hg38_H1_115
IL12RB2	chr1	67307363	67307364	673074	hg38_H1_116
GNG12	chr1	67833472	67833473	678335	hg38_H1_118
IL12RB2	chr1	67307363	67307364	673074	hg38_H1_116
IL12RB2	chr1	67307363	67307364	673074	hg38_H1_116
IL12RB2	chr1	67307363	67307364	673074	hg38_H1_116
N/A	chr1	67307363	67307364	673074	hg38_H1_116
N/A	chr1	67307363	67307364	673074	hg38_H1_116
LRRC7	chr1	69760174	69760175	697602	hg38_H1_120
N/A	chr1	71047808	71047809	710479	hg38_H1_122
N/A	chr1	71047808	71047809	710479	hg38_H1_122
N/A	chr1	71047808	71047809	710479	hg38_H1_122
N/A	chr1	71047808	71047809	710479	hg38_H1_122
RP5-952N6.1	chr1	70706452	70706453	707065	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
PTGER3	chr1	71047808	71047809	710479	hg38_H1_122
ZRANB2-AS2	chr1	71081323	71081324	710814	hg38_H1_122
NEGR1-IT1	chr1	71837012	71837013	718371	hg38_H1_124
NEGR1	chr1	72282594	72282595	722826	hg38_H1_124
LRRIQ3	chr1	74198187	74198188	741982	hg38_H1_127
CRYZ	chr1	74733408	74733409	747335	hg38_H1_127
CRYZ	chr1	74733408	74733409	747335	hg38_H1_127
CRYZ	chr1	74733408	74733409	747335	hg38_H1_127
CRYZ	chr1	74733408	74733409	747335	hg38_H1_127
ERICH3	chr1	74673738	74673739	746738	hg38_H1_127
ERICH3-AS1	chr1	74577429	74577430	745775	hg38_H1_127
ACADM	chr1	75724346	75724347	757244	hg38_H1_129
N/A	chr1	75724346	75724347	757244	hg38_H1_129
ACADM	chr1	75724346	75724347	757244	hg38_H1_129
ACADM	chr1	75724346	75724347	757244	hg38_H1_129
MSH4	chr1	75796870	75796871	757969	hg38_H1_129
ACADM	chr1	75724346	75724347	757244	hg38_H1_129
PIGK	chr1	77219447	77219448	772195	hg38_H1_130
AK5	chr1	77281976	77281977	772820	hg38_H1_130
AK5	chr1	77282601	77282602	772827	hg38_H1_130
ST6GALNAC5	chr1	76867500	76867501	768676	hg38_H1_130
PTGFR	chr1	78491042	78491043	784911	hg38_H1_131
FAM73A	chr1	77779623	77779624	777797	hg38_H1_130
GIPC2	chr1	78045904	78045905	780460	hg38_H1_130
USP33	chr1	77759879	77759880	777599	hg38_H1_130
USP33	chr1	77759879	77759880	777599	hg38_H1_130
PTGFR	chr1	78491042	78491043	784911	hg38_H1_131
USP33	chr1	77759879	77759880	777599	hg38_H1_130
N/A	chr1	78044961	78044962	780450	hg38_H1_130
FAM73A	chr1	77779623	77779624	777797	hg38_H1_130
MGC27382	chr1	78229598	78229599	782296	hg38_H1_131
ELTD1	chr1	79006810	79006811	790069	hg38_H1_132
RP5-887A10.1	chr1	80535754	80535755	805358	hg38_H1_133
RP5-887A10.1	chr1	80535754	80535755	805358	hg38_H1_133
RP5-837I24.2	chr1	81557702	81557703	815578	hg38_H1_135
LPHN2	chr1	81800396	81800397	818004	hg38_H1_135
LPHN2	chr1	81800396	81800397	818004	hg38_H1_135
LPHN2	chr1	81800396	81800397	818004	hg38_H1_135
RP11-475O6.1	chr1	83860996	83860997	838610	hg38_H1_136
N/A	chr1	84506300	84506301	845064	hg38_H1_137
SSX2IP	chr1	84690557	84690558	846906	hg38_H1_137
DNASE2B	chr1	84408350	84408351	844084	hg38_H1_137
PRKACB	chr1	84077974	84077975	840780	hg38_H1_137
PRKACB	chr1	84144247	84144248	841443	hg38_H1_137
DNASE2B	chr1	84398531	84398532	843986	hg38_H1_137
PRKACB	chr1	84077974	84077975	840780	hg38_H1_137
N/A	chr1	84144247	84144248	841443	hg38_H1_137
N/A	chr1	84690468	84690469	846905	hg38_H1_137
N/A	chr1	84690557	84690558	846906	hg38_H1_137
N/A	chr1	84690557	84690558	846906	hg38_H1_137
SSX2IP	chr1	84690468	84690469	846905	hg38_H1_137
SYDE2	chr1	85201045	85201046	852011	hg38_H1_137
WDR63	chr1	85062297	85062298	850623	hg38_H1_137
WDR63	chr1	85062297	85062298	850623	hg38_H1_137
DDAH1	chr1	85465206	85465207	854653	hg38_H1_138
DDAH1	chr1	85578363	85578364	855784	hg38_H1_138
N/A	chr1	86634275	86634276	866343	hg38_H1_139
ODF2L	chr1	86396342	86396343	863964	hg38_H1_139
N/A	chr1	86396342	86396343	863964	hg38_H1_139
ODF2L	chr1	86396342	86396343	863964	hg38_H1_139
SEP15	chr1	86914424	86914425	869145	hg38_H1_140
SEP15	chr1	86914424	86914425	869145	hg38_H1_140
ODF2L	chr1	86396342	86396343	863964	hg38_H1_139
LINC01140	chr1	87129764	87129765	871298	hg38_H1_141
PKN2	chr1	88684238	88684239	886843	hg38_H1_141
GTF2B	chr1	88891618	88891619	888917	hg38_H1_142
PKN2-AS1	chr1	88685204	88685205	886853	hg38_H1_141
LRRC8D	chr1	89821920	89821921	898220	hg38_H1_145
LRRC8D	chr1	89821013	89821014	898211	hg38_H1_145
N/A	chr1	89272861	89272862	892729	hg38_H1_143
GBP5	chr1	89272861	89272862	892729	hg38_H1_143
LRRC8C	chr1	89633084	89633085	896331	hg38_H1_144
ZNF644	chr1	91022255	91022256	910223	hg38_H1_147
ZNF644	chr1	91022255	91022256	910223	hg38_H1_147
ZNF644	chr1	91021508	91021509	910216	hg38_H1_147
N/A	chr1	91949370	91949371	919494	hg38_H1_148
BRDT	chr1	91949370	91949371	919494	hg38_H1_148
BRDT	chr1	91949370	91949371	919494	hg38_H1_148
BTBD8	chr1	92080304	92080305	920804	hg38_H1_149
TGFBR3	chr1	91886279	91886280	918863	hg38_H1_148
BRDT	chr1	91949370	91949371	919494	hg38_H1_148
HFM1	chr1	91404869	91404870	914049	hg38_H1_147
TGFBR3	chr1	91886279	91886280	918863	hg38_H1_148
TGFBR3	chr1	91906002	91906003	919061	hg38_H1_148
BRDT	chr1	91949370	91949371	919494	hg38_H1_148
N/A	chr1	91949370	91949371	919494	hg38_H1_148
BRDT	chr1	91952151	91952152	919522	hg38_H1_148
N/A	chr1	91886279	91886280	918863	hg38_H1_148
FAM69A	chr1	92961522	92961523	929616	hg38_H1_151
FAM69A	chr1	92961522	92961523	929616	hg38_H1_151
FAM69A	chr1	92961522	92961523	929616	hg38_H1_151
EVI5	chr1	92792404	92792405	927925	hg38_H1_150
N/A	chr1	93180715	93180716	931808	hg38_H1_152
FAM69A	chr1	92961522	92961523	929616	hg38_H1_151
CCDC18	chr1	93180715	93180716	931808	hg38_H1_152
N/A	chr1	92792404	92792405	927925	hg38_H1_150
BCAR3	chr1	93681370	93681371	936814	hg38_H1_153
BCAR3	chr1	93614145	93614146	936142	hg38_H1_153
ABCA4	chr1	94121149	94121150	941212	hg38_H1_154
BCAR3	chr1	93847150	93847151	938472	hg38_H1_153
FNBP1L	chr1	93448130	93448131	934482	hg38_H1_152
BCAR3	chr1	93681838	93681839	936819	hg38_H1_153
FNBP1L	chr1	93448130	93448131	934482	hg38_H1_152
FNBP1L	chr1	93448130	93448131	934482	hg38_H1_152
ABCD3	chr1	94418376	94418377	944184	hg38_H1_154
TMEM56	chr1	95117337	95117338	951174	hg38_H1_157
N/A	chr1	95092516	95092517	950926	hg38_H1_157
N/A	chr1	95072951	95072952	950730	hg38_H1_156
TMEM56-RWDD3	chr1	95117922	95117923	951180	hg38_H1_157
ALG14	chr1	95072951	95072952	950730	hg38_H1_156
LINC01057	chr1	94820281	94820282	948203	hg38_H1_155
N/A	chr1	95072951	95072952	950730	hg38_H1_156
RP5-898J17.1	chr1	96374125	96374126	963742	hg38_H1_157
PTBP2	chr1	96721604	96721605	967217	hg38_H1_157
DPYD-AS1	chr1	97095922	97095923	970960	hg38_H1_158
N/A	chr1	96721604	96721605	967217	hg38_H1_157
PTBP2	chr1	96721604	96721605	967217	hg38_H1_157
PTBP2	chr1	96721604	96721605	967217	hg38_H1_157
N/A	chr1	96722637	96722638	967227	hg38_H1_157
N/A	chr1	96721604	96721605	967217	hg38_H1_157
PTBP2	chr1	96721604	96721605	967217	hg38_H1_157
N/A	chr1	96721604	96721605	967217	hg38_H1_157
N/A	chr1	96721604	96721605	967217	hg38_H1_157
DPYD	chr1	97921059	97921060	979211	hg38_H1_158
MIR137HG	chr1	98049693	98049694	980497	hg38_H1_158
RP5-896L10.1	chr1	99004275	99004276	990043	hg38_H1_159
SNX7	chr1	98661679	98661680	986617	hg38_H1_158
LPPR5	chr1	99004893	99004894	990049	hg38_H1_159
LPPR5	chr1	99004893	99004894	990049	hg38_H1_159
RP11-413P11.1	chr1	99487804	99487805	994879	hg38_H1_160
SNX7	chr1	98661679	98661680	986617	hg38_H1_158
N/A	chr1	98661679	98661680	986617	hg38_H1_158
AGL	chr1	99850974	99850975	998510	hg38_H1_161
AGL	chr1	99861209	99861210	998613	hg38_H1_161
FRRS1	chr1	99765793	99765794	997658	hg38_H1_161
AGL	chr1	99850488	99850489	998505	hg38_H1_161
AGL	chr1	99850488	99850489	998505	hg38_H1_161
RTCA	chr1	100266157	100266158	1002662	hg38_H1_161
RTCA	chr1	100266157	100266158	1002662	hg38_H1_161
SLC35A3	chr1	99969788	99969789	999698	hg38_H1_161
CDC14A	chr1	100352466	100352467	1003525	hg38_H1_161
CDC14A	chr1	100352466	100352467	1003525	hg38_H1_161
AGL	chr1	99850488	99850489	998505	hg38_H1_161
CDC14A	chr1	100352466	100352467	1003525	hg38_H1_161
AGL	chr1	99850083	99850084	998501	hg38_H1_161
SLC35A3	chr1	99970435	99970436	999705	hg38_H1_161
SLC35A3	chr1	99969788	99969789	999698	hg38_H1_161
TRMT13	chr1	100133149	100133150	1001332	hg38_H1_161
SLC30A7	chr1	100896077	100896078	1008961	hg38_H1_161
N/A	chr1	100896075	100896076	1008961	hg38_H1_161
N/A	chr1	101025845	101025846	1010259	hg38_H1_162
OLFM3	chr1	101997234	101997235	1019973	hg38_H1_163
N/A	chr1	101997234	101997235	1019973	hg38_H1_163
OLFM3	chr1	101847080	101847081	1018471	hg38_H1_163
N/A	chr1	101997234	101997235	1019973	hg38_H1_163
N/A	chr1	101997234	101997235	1019973	hg38_H1_163
N/A	chr1	101847080	101847081	1018471	hg38_H1_163
RNPC3	chr1	103525955	103525956	1035260	
COL11A1	chr1	103108496	103108497	1031085	hg38_H1_164
COL11A1	chr1	103108496	103108497	1031085	hg38_H1_164
COL11A1	chr1	103108496	103108497	1031085	hg38_H1_164
COL11A1	chr1	103108496	103108497	1031085	hg38_H1_164
VAV3	chr1	107688504	107688505	1076886	hg38_H1_169
NTNG1	chr1	107139917	107139918	1071400	hg38_H1_168
NTNG1	chr1	107148068	107148069	1071481	hg38_H1_168
NTNG1	chr1	107148068	107148069	1071481	hg38_H1_168
VAV3	chr1	107964923	107964924	1079650	hg38_H1_170
N/A	chr1	107139917	107139918	1071400	hg38_H1_168
GPSM2	chr1	108876980	108876981	1088770	hg38_H1_172
HENMT1	chr1	108661526	108661527	1086616	hg38_H1_171
HENMT1	chr1	108661122	108661123	1086612	hg38_H1_171
STXBP3	chr1	108746662	108746663	1087467	hg38_H1_172
SORT1	chr1	109397941	109397942	1093980	hg38_H1_173
KIAA1324	chr1	109113962	109113963	1091140	hg38_H1_173
SORT1	chr1	109393357	109393358	1093934	hg38_H1_173
N/A	chr1	109113962	109113963	1091140	hg38_H1_173
GNAI3	chr1	109548563	109548564	1095486	hg38_H1_174
KIAA1324	chr1	109113962	109113963	1091140	hg38_H1_173
CD53	chr1	110871198	110871199	1108712	hg38_H1_176
KCNA2	chr1	110631474	110631475	1106315	hg38_H1_176
N/A	chr1	110210713	110210714	1102108	hg38_H1_175
KCNC4	chr1	110210713	110210714	1102108	hg38_H1_175
N/A	chr1	110873099	110873100	1108731	hg38_H1_176
KCNC4	chr1	110210713	110210714	1102108	hg38_H1_175
N/A	chr1	111564003	111564004	1115641	hg38_H1_178
ADORA3	chr1	111564003	111564004	1115641	hg38_H1_178
KCND3	chr1	111989155	111989156	1119892	hg38_H1_179
RAP1A	chr1	111619782	111619783	1116198	hg38_H1_178
KCND3	chr1	111989155	111989156	1119892	hg38_H1_179
N/A	chr1	111620146	111620147	1116202	hg38_H1_178
N/A	chr1	111619782	111619783	1116198	hg38_H1_178
N/A	chr1	113073169	113073170	1130732	hg38_H1_181
FAM19A3	chr1	112720566	112720567	1127206	hg38_H1_181
N/A	chr1	112619139	112619140	1126192	hg38_H1_180
CTTNBP2NL	chr1	112396177	112396178	1123962	hg38_H1_180
